"","task_Type","Congruency","present_time","num_ratio","SurfAreaRatio","CH_Ratio","ADS_Ratio","Density_Ratio","mean_rt"
"2371","Surface Judgment","Incongruent","0.017",0.5,0.332,0.4819,0.166,0.6889,0.337064763559643
"2372","Surface Judgment","Incongruent","0.017",0.5,0.3686,0.4994,0.1843,0.7381,0.363503098666667
"2373","Surface Judgment","Incongruent","0.017",0.5,0.3701,0.5085,0.1851,0.7279,0.435601152291198
"2374","Surface Judgment","Incongruent","0.017",0.5,0.373,0.4864,0.1865,0.7669,0.3590781386442
"2375","Surface Judgment","Incongruent","0.017",0.5,0.3885,0.5079,0.1943,0.765,0.350904727166667
"2376","Surface Judgment","Incongruent","0.017",0.5,2.088,0.5021,0.2395,0.9539,0.4673922525
"2377","Surface Judgment","Incongruent","0.017",0.5,2.0881,0.4816,0.2395,0.9945,0.469425786863052
"2378","Surface Judgment","Incongruent","0.017",0.5,2.121,0.4964,0.2357,0.9497,0.475784851058505
"2379","Surface Judgment","Incongruent","0.017",0.5,2.1384,0.4918,0.2338,0.9509,0.369503733283689
"2380","Surface Judgment","Incongruent","0.017",0.5,2.1664,0.4979,0.2308,0.9272,0.53927713725
"2381","Surface Judgment","Incongruent","0.017",0.5,2.2694,0.4997,0.2203,0.8819,0.586124530311997
"2382","Surface Judgment","Incongruent","0.017",0.5,2.3022,0.4929,0.2172,0.8813,0.710172089
"2383","Surface Judgment","Incongruent","0.017",0.5,2.4344,0.4854,0.2054,0.8463,0.4369302209
"2384","Surface Judgment","Incongruent","0.017",0.5,2.4774,0.5398,0.2018,0.7478,1.26535314098592
"2385","Surface Judgment","Incongruent","0.017",0.5,2.5261,0.5104,0.1979,0.7756,0.4087889385
"2386","Surface Judgment","Incongruent","0.017",0.5,2.5491,0.4915,0.1961,0.7982,0.793391040151015
"2387","Surface Judgment","Incongruent","0.017",0.5,2.8489,0.4932,0.1755,0.7118,0.677937617828368
"2388","Surface Judgment","Incongruent","0.017",0.5,2.8679,0.5035,0.1743,0.6925,0.672668221583973
"2389","Surface Judgment","Incongruent","0.017",0.5,3.283,0.5003,0.1523,0.6088,0.547654470943972
"2390","Surface Judgment","Incongruent","0.017",0.5,3.2961,0.4814,0.1517,0.6302,0.697009723
"2391","Surface Judgment","Incongruent","0.017",0.5,3.733,0.4982,0.1339,0.5377,0.38099871312649
"2392","Surface Judgment","Incongruent","0.017",0.5,3.9488,0.5026,0.1266,0.5039,0.59848886755908
"2393","Surface Judgment","Incongruent","0.017",0.5,4.2197,0.5088,0.1185,0.4658,0.313515496216159
"2394","Surface Judgment","Incongruent","0.017",0.5,4.4321,0.4966,0.1128,0.4543,0.788046828336964
"2395","Surface Judgment","Incongruent","0.017",0.5,4.4887,0.495,0.1114,0.4501,0.545087462457246
"2396","Surface Judgment","Incongruent","0.017",0.5,4.6564,0.4744,0.1074,0.4527,0.26009404706774
"2397","Surface Judgment","Incongruent","0.017",0.5,4.9077,0.488,0.1019,0.4175,0.313446583887517
"2398","Surface Judgment","Incongruent","0.017",0.5,5.1338,0.4747,0.0974,0.4103,0.509352576985868
"2399","Surface Judgment","Incongruent","0.017",0.5,5.2884,0.4793,0.0945,0.3945,0.551097856842183
"2400","Surface Judgment","Incongruent","0.017",0.5,7.669,0.4773,0.0652,0.2732,0.160997195
"2401","Surface Judgment","Incongruent","0.017",0.5,8.7655,0.4865,0.057,0.2345,0.333991666081582
"2402","Surface Judgment","Incongruent","0.017",0.5,10.5187,0.4846,0.0475,0.1962,0.718708549868237
"2403","Surface Judgment","Incongruent","0.017",0.6,0.1679,0.5754,0.1007,0.2918,0.286184657080401
"2404","Surface Judgment","Incongruent","0.017",0.6,0.186,0.5812,0.1116,0.32,0.781251505485605
"2405","Surface Judgment","Incongruent","0.017",0.6,0.1905,0.5859,0.1143,0.3252,0.349926651725145
"2406","Surface Judgment","Incongruent","0.017",0.6,0.2306,0.6122,0.1384,0.3767,0.7587862748
"2407","Surface Judgment","Incongruent","0.017",0.6,0.2333,0.5755,0.14,0.4054,0.512508623519783
"2408","Surface Judgment","Incongruent","0.017",0.6,0.2495,0.5891,0.1497,0.4234,0.4020638605
"2409","Surface Judgment","Incongruent","0.017",0.6,0.2523,0.5838,0.1514,0.4321,0.424284034436891
"2410","Surface Judgment","Incongruent","0.017",0.6,0.2681,0.5843,0.1609,0.4588,0.380052017159085
"2411","Surface Judgment","Incongruent","0.017",0.6,0.2852,0.5794,0.1711,0.4922,0.395188487
"2412","Surface Judgment","Incongruent","0.017",0.6,0.2933,0.5823,0.176,0.5037,0.310680615399642
"2413","Surface Judgment","Incongruent","0.017",0.6,0.3038,0.5843,0.1823,0.52,0.5598504322
"2414","Surface Judgment","Incongruent","0.017",0.6,0.3059,0.5812,0.1835,0.5263,0.695546979666667
"2415","Surface Judgment","Incongruent","0.017",0.6,0.3075,0.5983,0.1845,0.514,0.233813545
"2416","Surface Judgment","Incongruent","0.017",0.6,0.3307,0.5954,0.1984,0.5554,0.375375853749609
"2417","Surface Judgment","Incongruent","0.017",0.6,0.3332,0.5891,0.1999,0.5655,0.369972305373442
"2418","Surface Judgment","Incongruent","0.017",0.6,0.3418,0.5739,0.2051,0.5956,0.518336374162595
"2419","Surface Judgment","Incongruent","0.017",0.6,0.35,0.5895,0.21,0.5937,0.220908333
"2420","Surface Judgment","Incongruent","0.017",0.6,0.3518,0.5802,0.2111,0.6064,0.520957242852468
"2421","Surface Judgment","Incongruent","0.017",0.6,0.3631,0.5696,0.2178,0.6374,0.274330130814722
"2422","Surface Judgment","Incongruent","0.017",0.6,0.3636,0.5924,0.2182,0.6138,0.317164248703003
"2423","Surface Judgment","Incongruent","0.017",0.6,0.3701,0.6101,0.2221,0.6067,0.311881965
"2424","Surface Judgment","Incongruent","0.017",0.6,0.378,0.5882,0.2268,0.6426,0.2429733595
"2425","Surface Judgment","Incongruent","0.017",0.6,0.3927,0.5698,0.2356,0.6892,0.248761403152334
"2426","Surface Judgment","Incongruent","0.017",0.6,0.4006,0.5929,0.2404,0.6756,0.467294893761537
"2427","Surface Judgment","Incongruent","0.017",0.6,0.4057,0.5933,0.2434,0.6838,0.773590240410272
"2428","Surface Judgment","Incongruent","0.017",0.6,2.3697,0.5981,0.2532,0.7055,0.483326128892337
"2429","Surface Judgment","Incongruent","0.017",0.6,2.6103,0.59,0.2299,0.6493,0.4628126888
"2430","Surface Judgment","Incongruent","0.017",0.6,2.695,0.5932,0.2226,0.6255,0.305849095565178
"2431","Surface Judgment","Incongruent","0.017",0.6,2.711,0.583,0.2213,0.6327,0.420523555
"2432","Surface Judgment","Incongruent","0.017",0.6,2.7143,0.5996,0.2211,0.6144,0.444114863009808
"2433","Surface Judgment","Incongruent","0.017",0.6,2.766,0.5957,0.2169,0.6069,0.540977797
"2434","Surface Judgment","Incongruent","0.017",0.6,2.7997,0.581,0.2143,0.6148,0.51534626592265
"2435","Surface Judgment","Incongruent","0.017",0.6,2.9153,0.5842,0.2058,0.5872,0.189866485666667
"2436","Surface Judgment","Incongruent","0.017",0.6,2.9258,0.5859,0.2051,0.5833,0.39564485
"2437","Surface Judgment","Incongruent","0.017",0.6,2.9416,0.6186,0.204,0.5495,0.456784197906884
"2438","Surface Judgment","Incongruent","0.017",0.6,3.0994,0.6087,0.1936,0.53,0.738121824333333
"2439","Surface Judgment","Incongruent","0.017",0.6,3.2321,0.5888,0.1856,0.5255,0.3620211894
"2440","Surface Judgment","Incongruent","0.017",0.6,3.2563,0.5877,0.1843,0.5225,0.639060665224247
"2441","Surface Judgment","Incongruent","0.017",0.6,3.4032,0.5967,0.1763,0.4924,0.541135528477188
"2442","Surface Judgment","Incongruent","0.017",0.6,3.5151,0.6117,0.1707,0.4651,0.527049520221444
"2443","Surface Judgment","Incongruent","0.017",0.6,3.5798,0.5808,0.1676,0.4809,0.400805995664216
"2444","Surface Judgment","Incongruent","0.017",0.6,3.7492,0.5965,0.16,0.4472,0.651951316474646
"2445","Surface Judgment","Incongruent","0.017",0.6,3.8677,0.5896,0.1551,0.4385,0.486429857328474
"2446","Surface Judgment","Incongruent","0.017",0.6,3.9177,0.5781,0.1532,0.4416,0.605074407479784
"2447","Surface Judgment","Incongruent","0.017",0.6,3.9969,0.6025,0.1501,0.4152,0.541350728459013
"2448","Surface Judgment","Incongruent","0.017",0.6,3.9987,0.5959,0.15,0.4197,0.730537841
"2449","Surface Judgment","Incongruent","0.017",0.6,4.1272,0.5976,0.1454,0.4055,0.866230594355509
"2450","Surface Judgment","Incongruent","0.017",0.6,4.2491,0.5764,0.1412,0.4083,0.37711084
"2451","Surface Judgment","Incongruent","0.017",0.6,4.4467,0.5812,0.1349,0.3869,0.672754784986201
"2452","Surface Judgment","Incongruent","0.017",0.6,5.395,0.5826,0.1112,0.3181,0.413496346718291
"2453","Surface Judgment","Incongruent","0.017",0.7,0.3022,0.6781,0.2116,0.4457,0.390224315883581
"2454","Surface Judgment","Incongruent","0.017",0.7,0.3201,0.6732,0.2241,0.4755,0.427471684
"2455","Surface Judgment","Incongruent","0.017",0.7,0.3301,0.681,0.2311,0.4848,0.325173919
"2456","Surface Judgment","Incongruent","0.017",0.7,0.3385,0.6708,0.237,0.5047,0.63591468628762
"2457","Surface Judgment","Incongruent","0.017",0.7,0.381,0.6854,0.2667,0.5559,0.736529114748087
"2458","Surface Judgment","Incongruent","0.017",0.7,0.3842,0.6808,0.2689,0.5644,0.757020714666667
"2459","Surface Judgment","Incongruent","0.017",0.7,0.3931,0.6714,0.2751,0.5854,0.45212000275
"2460","Surface Judgment","Incongruent","0.017",0.7,0.4301,0.6764,0.301,0.6358,0.293248375
"2461","Surface Judgment","Incongruent","0.017",0.7,0.4372,0.6855,0.306,0.6377,0.80939409675
"2462","Surface Judgment","Incongruent","0.017",0.7,0.4394,0.6959,0.3076,0.6315,0.372003296257067
"2463","Surface Judgment","Incongruent","0.017",0.7,0.4912,0.6827,0.3438,0.7195,0.2144972035
"2464","Surface Judgment","Incongruent","0.017",0.7,0.4987,0.686,0.3491,0.7269,0.432333645432129
"2465","Surface Judgment","Incongruent","0.017",0.7,0.5091,0.6888,0.3564,0.7392,0.439337928502924
"2466","Surface Judgment","Incongruent","0.017",0.7,0.5198,0.6768,0.3639,0.7681,0.372457949160214
"2467","Surface Judgment","Incongruent","0.017",0.7,0.524,0.6862,0.3668,0.7636,0.6648319185
"2468","Surface Judgment","Incongruent","0.017",0.7,0.5336,0.68,0.3735,0.7847,0.409959516437571
"2469","Surface Judgment","Incongruent","0.017",0.7,0.5505,0.6869,0.3854,0.8015,0.626634822331337
"2470","Surface Judgment","Incongruent","0.017",0.7,0.5805,0.6821,0.4063,0.8511,0.32220376475
"2471","Surface Judgment","Incongruent","0.017",0.7,0.6108,0.6766,0.4276,0.9028,0.386773802711787
"2472","Surface Judgment","Incongruent","0.017",0.7,0.6192,0.6742,0.4334,0.9184,0.325646781704434
"2473","Surface Judgment","Incongruent","0.017",0.7,0.6246,0.6757,0.4372,0.9244,0.4354776008
"2474","Surface Judgment","Incongruent","0.017",0.7,0.6473,0.6821,0.4531,0.949,0.3382267405
"2475","Surface Judgment","Incongruent","0.017",0.7,0.6486,0.6893,0.454,0.9409,0.605123040435828
"2476","Surface Judgment","Incongruent","0.017",0.7,0.649,0.6976,0.4543,0.9303,0.315445983
"2477","Surface Judgment","Incongruent","0.017",0.7,0.6738,0.6785,0.4717,0.993,0.431243795333333
"2478","Surface Judgment","Incongruent","0.017",0.7,1.7147,0.6934,0.4082,0.841,0.465443421059004
"2479","Surface Judgment","Incongruent","0.017",0.7,1.7369,0.7017,0.403,0.8205,0.445021348
"2480","Surface Judgment","Incongruent","0.017",0.7,1.774,0.6938,0.3946,0.8126,0.3227646715
"2481","Surface Judgment","Incongruent","0.017",0.7,1.8544,0.691,0.3775,0.7804,0.426154746292965
"2482","Surface Judgment","Incongruent","0.017",0.7,1.8824,0.6862,0.3719,0.7742,0.600510097250202
"2483","Surface Judgment","Incongruent","0.017",0.7,1.8948,0.6798,0.3694,0.7763,0.667033006749278
"2484","Surface Judgment","Incongruent","0.017",0.7,1.8969,0.6825,0.369,0.7724,0.22683763675
"2485","Surface Judgment","Incongruent","0.017",0.7,1.9471,0.6828,0.3595,0.7521,0.454607838381538
"2486","Surface Judgment","Incongruent","0.017",0.7,1.9891,0.6902,0.3519,0.7284,0.329758196
"2487","Surface Judgment","Incongruent","0.017",0.7,2.0975,0.6795,0.3337,0.7016,0.48399050072184
"2488","Surface Judgment","Incongruent","0.017",0.7,2.1033,0.6819,0.3328,0.6973,0.268420657234234
"2489","Surface Judgment","Incongruent","0.017",0.7,2.2228,0.6816,0.3149,0.6601,0.385945040760894
"2490","Surface Judgment","Incongruent","0.017",0.7,2.2727,0.6741,0.308,0.6527,0.601700037006082
"2491","Surface Judgment","Incongruent","0.017",0.7,2.2821,0.6728,0.3067,0.6513,0.374898264814532
"2492","Surface Judgment","Incongruent","0.017",0.7,2.3802,0.6916,0.2941,0.6075,0.5656122136
"2493","Surface Judgment","Incongruent","0.017",0.7,2.3875,0.6849,0.2932,0.6115,0.248595821127883
"2494","Surface Judgment","Incongruent","0.017",0.7,2.4254,0.6703,0.2886,0.6151,0.386713619507824
"2495","Surface Judgment","Incongruent","0.017",0.7,2.4945,0.6836,0.2806,0.5864,0.379532796585008
"2496","Surface Judgment","Incongruent","0.017",0.7,2.5147,0.6823,0.2784,0.5829,0.376724548847674
"2497","Surface Judgment","Incongruent","0.017",0.7,2.7641,0.6904,0.2532,0.524,0.545772622666667
"2498","Surface Judgment","Incongruent","0.017",0.7,2.8796,0.6828,0.2431,0.5086,0.238939192242837
"2499","Surface Judgment","Incongruent","0.017",0.7,3.0114,0.7291,0.2325,0.4555,0.3855234545
"2500","Surface Judgment","Incongruent","0.017",0.7,3.1023,0.6761,0.2256,0.4768,0.32088709175197
"2501","Surface Judgment","Incongruent","0.017",0.7,3.3109,0.6733,0.2114,0.4486,0.7016970355
"2502","Surface Judgment","Incongruent","0.017",0.8,0.333,0.7635,0.2664,0.4361,0.461213370237184
"2503","Surface Judgment","Incongruent","0.017",0.8,0.3654,0.771,0.2923,0.4739,0.275396864495882
"2504","Surface Judgment","Incongruent","0.017",0.8,0.3686,0.7681,0.2949,0.4799,0.47811024393094
"2505","Surface Judgment","Incongruent","0.017",0.8,0.4321,0.7815,0.3457,0.5529,0.342968257
"2506","Surface Judgment","Incongruent","0.017",0.8,0.4343,0.7747,0.3474,0.5606,0.743354551
"2507","Surface Judgment","Incongruent","0.017",0.8,0.4604,0.7799,0.3683,0.5903,0.722726367061591
"2508","Surface Judgment","Incongruent","0.017",0.8,0.4772,0.7789,0.3818,0.6127,0.530421552944699
"2509","Surface Judgment","Incongruent","0.017",0.8,0.5019,0.7681,0.4015,0.6535,0.550191085037222
"2510","Surface Judgment","Incongruent","0.017",0.8,0.5051,0.7789,0.4041,0.6485,0.246038357984789
"2511","Surface Judgment","Incongruent","0.017",0.8,0.5184,0.7676,0.4148,0.6754,1.072446842
"2512","Surface Judgment","Incongruent","0.017",0.8,0.5261,0.7781,0.4209,0.6761,0.490160599
"2513","Surface Judgment","Incongruent","0.017",0.8,0.5315,0.7777,0.4252,0.6834,0.2838473776
"2514","Surface Judgment","Incongruent","0.017",0.8,0.5524,0.7781,0.442,0.71,0.429077515988774
"2515","Surface Judgment","Incongruent","0.017",0.8,0.5589,0.7723,0.4472,0.7238,0.335030857844316
"2516","Surface Judgment","Incongruent","0.017",0.8,0.581,0.7701,0.4648,0.7545,0.3090723855
"2517","Surface Judgment","Incongruent","0.017",0.8,0.5907,0.7695,0.4726,0.7676,0.62630494525
"2518","Surface Judgment","Incongruent","0.017",0.8,0.6131,0.773,0.4905,0.7931,0.385842861361198
"2519","Surface Judgment","Incongruent","0.017",0.8,0.6218,0.7929,0.4974,0.7842,0.749954539540691
"2520","Surface Judgment","Incongruent","0.017",0.8,0.6354,0.7673,0.5083,0.8281,0.57688093675
"2521","Surface Judgment","Incongruent","0.017",0.8,0.652,0.7841,0.5216,0.8315,0.418679675955443
"2522","Surface Judgment","Incongruent","0.017",0.8,0.6546,0.8332,0.5237,0.7857,0.861865534991249
"2523","Surface Judgment","Incongruent","0.017",0.8,0.6598,0.7735,0.5279,0.853,0.518444906652898
"2524","Surface Judgment","Incongruent","0.017",0.8,0.6801,0.7761,0.5441,0.8763,0.478730969596046
"2525","Surface Judgment","Incongruent","0.017",0.8,0.6873,0.7854,0.5498,0.8751,0.935441772858533
"2526","Surface Judgment","Incongruent","0.017",0.8,0.6894,0.7736,0.5515,0.8912,0.824912206666667
"2527","Surface Judgment","Incongruent","0.017",0.8,1.3375,0.7737,0.5981,0.9664,0.707385299833333
"2528","Surface Judgment","Incongruent","0.017",0.8,1.3501,0.7782,0.5925,0.9517,0.564188656082469
"2529","Surface Judgment","Incongruent","0.017",0.8,1.3517,0.8327,0.5918,0.8885,2.17430410075667
"2530","Surface Judgment","Incongruent","0.017",0.8,1.4521,0.7645,0.5509,0.9008,0.96318711175
"2531","Surface Judgment","Incongruent","0.017",0.8,1.495,0.7913,0.5351,0.8453,0.451109881
"2532","Surface Judgment","Incongruent","0.017",0.8,1.5508,0.786,0.5158,0.8203,0.330078734049889
"2533","Surface Judgment","Incongruent","0.017",0.8,1.5686,0.7814,0.51,0.8159,0.405355042466437
"2534","Surface Judgment","Incongruent","0.017",0.8,1.581,0.785,0.506,0.8058,0.456175607
"2535","Surface Judgment","Incongruent","0.017",0.8,1.5848,0.7858,0.5048,0.803,0.4105769595
"2536","Surface Judgment","Incongruent","0.017",0.8,1.7036,0.7771,0.4696,0.7554,0.408113946703755
"2537","Surface Judgment","Incongruent","0.017",0.8,1.7198,0.7818,0.4652,0.7438,0.30988449625
"2538","Surface Judgment","Incongruent","0.017",0.8,1.7299,0.7733,0.4625,0.7475,0.496619510814415
"2539","Surface Judgment","Incongruent","0.017",0.8,1.7752,0.7766,0.4506,0.7254,0.893139077333333
"2540","Surface Judgment","Incongruent","0.017",0.8,1.8807,0.7795,0.4254,0.6821,0.590612424296461
"2541","Surface Judgment","Incongruent","0.017",0.8,1.8971,0.7748,0.4217,0.6803,0.865116557661274
"2542","Surface Judgment","Incongruent","0.017",0.8,1.9008,0.7844,0.4209,0.6707,0.33209345
"2543","Surface Judgment","Incongruent","0.017",0.8,1.9616,0.7714,0.4078,0.6609,0.465404521421677
"2544","Surface Judgment","Incongruent","0.017",0.8,2.1221,0.7763,0.377,0.607,0.415632996388886
"2545","Surface Judgment","Incongruent","0.017",0.8,2.1251,0.829,0.3765,0.5676,0.68092785875
"2546","Surface Judgment","Incongruent","0.017",0.8,2.3226,0.7756,0.3444,0.5551,0.48309898642471
"2547","Surface Judgment","Incongruent","0.017",0.8,2.3791,0.782,0.3363,0.5375,0.455510836881211
"2548","Surface Judgment","Incongruent","0.017",0.8,2.4776,0.7739,0.3229,0.5215,0.285156881294005
"2549","Surface Judgment","Incongruent","0.017",0.8,2.6097,0.8348,0.3066,0.459,0.3109029505
"2550","Surface Judgment","Incongruent","0.034",0.5,0.0913,0.4847,0.0457,0.1884,0.347952304509232
"2551","Surface Judgment","Incongruent","0.034",0.5,0.1204,0.4748,0.0602,0.2535,0.252240164166667
"2552","Surface Judgment","Incongruent","0.034",0.5,0.1335,0.4985,0.0667,0.2678,0.604951312858582
"2553","Surface Judgment","Incongruent","0.034",0.5,0.1486,0.4772,0.0743,0.3115,0.360291857204804
"2554","Surface Judgment","Incongruent","0.034",0.5,0.1489,0.481,0.0744,0.3095,0.317537804209361
"2555","Surface Judgment","Incongruent","0.034",0.5,0.1723,0.4863,0.0861,0.3543,0.384811028546923
"2556","Surface Judgment","Incongruent","0.034",0.5,0.1904,0.506,0.0952,0.3763,0.479695723817113
"2557","Surface Judgment","Incongruent","0.034",0.5,0.2501,0.4936,0.1251,0.5067,0.278059027
"2558","Surface Judgment","Incongruent","0.034",0.5,0.2572,0.4829,0.1286,0.5327,0.358467874263755
"2559","Surface Judgment","Incongruent","0.034",0.5,0.2578,0.4873,0.1289,0.529,0.228782162333333
"2560","Surface Judgment","Incongruent","0.034",0.5,0.2739,0.4882,0.1369,0.561,0.379565771019137
"2561","Surface Judgment","Incongruent","0.034",0.5,0.2747,0.4919,0.1373,0.5583,0.432363267427358
"2562","Surface Judgment","Incongruent","0.034",0.5,0.296,0.4776,0.148,0.6197,0.476375723556075
"2563","Surface Judgment","Incongruent","0.034",0.5,0.3037,0.5014,0.1518,0.6057,0.274094977163836
"2564","Surface Judgment","Incongruent","0.034",0.5,0.3062,0.5012,0.1531,0.611,0.308412159437364
"2565","Surface Judgment","Incongruent","0.034",0.5,0.3148,0.5121,0.1574,0.6148,0.3525942835
"2566","Surface Judgment","Incongruent","0.034",0.5,0.3223,0.5091,0.1612,0.6331,0.441404948666528
"2567","Surface Judgment","Incongruent","0.034",0.5,0.332,0.4819,0.166,0.6889,0.271507625259506
"2568","Surface Judgment","Incongruent","0.034",0.5,0.3686,0.4994,0.1843,0.7381,0.637169507
"2569","Surface Judgment","Incongruent","0.034",0.5,0.3701,0.5085,0.1851,0.7279,0.444010682320183
"2570","Surface Judgment","Incongruent","0.034",0.5,0.373,0.4864,0.1865,0.7669,0.512675888727299
"2571","Surface Judgment","Incongruent","0.034",0.5,0.3885,0.5079,0.1943,0.765,0.592933884134065
"2572","Surface Judgment","Incongruent","0.034",0.5,2.088,0.5021,0.2395,0.9539,0.357750389455526
"2573","Surface Judgment","Incongruent","0.034",0.5,2.0881,0.4816,0.2395,0.9945,0.611416129032043
"2574","Surface Judgment","Incongruent","0.034",0.5,2.121,0.4964,0.2357,0.9497,0.336066835460107
"2575","Surface Judgment","Incongruent","0.034",0.5,2.1384,0.4918,0.2338,0.9509,0.304180060898918
"2576","Surface Judgment","Incongruent","0.034",0.5,2.1664,0.4979,0.2308,0.9272,0.525343309348027
"2577","Surface Judgment","Incongruent","0.034",0.5,2.2694,0.4997,0.2203,0.8819,0.53972849900266
"2578","Surface Judgment","Incongruent","0.034",0.5,2.3022,0.4929,0.2172,0.8813,0.474539906588586
"2579","Surface Judgment","Incongruent","0.034",0.5,2.4344,0.4854,0.2054,0.8463,0.345792844
"2580","Surface Judgment","Incongruent","0.034",0.5,2.4774,0.5398,0.2018,0.7478,0.391139447068979
"2581","Surface Judgment","Incongruent","0.034",0.5,2.5261,0.5104,0.1979,0.7756,0.524257023292656
"2582","Surface Judgment","Incongruent","0.034",0.5,2.5491,0.4915,0.1961,0.7982,0.766877138109267
"2583","Surface Judgment","Incongruent","0.034",0.5,2.8489,0.4932,0.1755,0.7118,0.304766507472141
"2584","Surface Judgment","Incongruent","0.034",0.5,2.8679,0.5035,0.1743,0.6925,0.373225597518481
"2585","Surface Judgment","Incongruent","0.034",0.5,3.283,0.5003,0.1523,0.6088,0.539621485932988
"2586","Surface Judgment","Incongruent","0.034",0.5,3.2961,0.4814,0.1517,0.6302,0.400139221531649
"2587","Surface Judgment","Incongruent","0.034",0.5,3.733,0.4982,0.1339,0.5377,0.391712817113485
"2588","Surface Judgment","Incongruent","0.034",0.5,3.9488,0.5026,0.1266,0.5039,0.42653414375
"2589","Surface Judgment","Incongruent","0.034",0.5,4.2197,0.5088,0.1185,0.4658,0.409822202882801
"2590","Surface Judgment","Incongruent","0.034",0.5,4.4321,0.4966,0.1128,0.4543,0.401060486910801
"2591","Surface Judgment","Incongruent","0.034",0.5,4.4887,0.495,0.1114,0.4501,0.485571761128639
"2592","Surface Judgment","Incongruent","0.034",0.5,4.6564,0.4744,0.1074,0.4527,0.756211522936458
"2593","Surface Judgment","Incongruent","0.034",0.5,4.9077,0.488,0.1019,0.4175,0.437862773684348
"2594","Surface Judgment","Incongruent","0.034",0.5,5.1338,0.4747,0.0974,0.4103,0.383638252369111
"2595","Surface Judgment","Incongruent","0.034",0.5,5.2884,0.4793,0.0945,0.3945,0.602670906406439
"2596","Surface Judgment","Incongruent","0.034",0.5,7.669,0.4773,0.0652,0.2732,0.45229909647853
"2597","Surface Judgment","Incongruent","0.034",0.5,8.7655,0.4865,0.057,0.2345,0.350783547664255
"2598","Surface Judgment","Incongruent","0.034",0.5,10.5187,0.4846,0.0475,0.1962,0.302905301100171
"2599","Surface Judgment","Incongruent","0.034",0.6,0.1679,0.5754,0.1007,0.2918,0.373521863795598
"2600","Surface Judgment","Incongruent","0.034",0.6,0.186,0.5812,0.1116,0.32,0.321440281072477
"2601","Surface Judgment","Incongruent","0.034",0.6,0.1905,0.5859,0.1143,0.3252,0.336911805571429
"2602","Surface Judgment","Incongruent","0.034",0.6,0.2306,0.6122,0.1384,0.3767,0.32797906275
"2603","Surface Judgment","Incongruent","0.034",0.6,0.2333,0.5755,0.14,0.4054,0.53617355680815
"2604","Surface Judgment","Incongruent","0.034",0.6,0.2495,0.5891,0.1497,0.4234,0.417191081208335
"2605","Surface Judgment","Incongruent","0.034",0.6,0.2523,0.5838,0.1514,0.4321,0.310320400731935
"2606","Surface Judgment","Incongruent","0.034",0.6,0.2681,0.5843,0.1609,0.4588,0.39976038640435
"2607","Surface Judgment","Incongruent","0.034",0.6,0.2852,0.5794,0.1711,0.4922,0.5450459759
"2608","Surface Judgment","Incongruent","0.034",0.6,0.2933,0.5823,0.176,0.5037,0.321623476710043
"2609","Surface Judgment","Incongruent","0.034",0.6,0.3038,0.5843,0.1823,0.52,0.664094004606316
"2610","Surface Judgment","Incongruent","0.034",0.6,0.3059,0.5812,0.1835,0.5263,0.394203943801938
"2611","Surface Judgment","Incongruent","0.034",0.6,0.3075,0.5983,0.1845,0.514,0.612251800409047
"2612","Surface Judgment","Incongruent","0.034",0.6,0.3307,0.5954,0.1984,0.5554,0.517566068015945
"2613","Surface Judgment","Incongruent","0.034",0.6,0.3332,0.5891,0.1999,0.5655,0.47160747086671
"2614","Surface Judgment","Incongruent","0.034",0.6,0.3418,0.5739,0.2051,0.5956,0.356474923431312
"2615","Surface Judgment","Incongruent","0.034",0.6,0.35,0.5895,0.21,0.5937,0.643648395964125
"2616","Surface Judgment","Incongruent","0.034",0.6,0.3518,0.5802,0.2111,0.6064,0.415784780128361
"2617","Surface Judgment","Incongruent","0.034",0.6,0.3631,0.5696,0.2178,0.6374,0.344045183180463
"2618","Surface Judgment","Incongruent","0.034",0.6,0.3636,0.5924,0.2182,0.6138,1.06669616080656
"2619","Surface Judgment","Incongruent","0.034",0.6,0.3701,0.6101,0.2221,0.6067,0.334979410276479
"2620","Surface Judgment","Incongruent","0.034",0.6,0.378,0.5882,0.2268,0.6426,0.465366111333333
"2621","Surface Judgment","Incongruent","0.034",0.6,0.3927,0.5698,0.2356,0.6892,0.569898848023333
"2622","Surface Judgment","Incongruent","0.034",0.6,0.4006,0.5929,0.2404,0.6756,0.560487220316912
"2623","Surface Judgment","Incongruent","0.034",0.6,0.4057,0.5933,0.2434,0.6838,0.49138955430674
"2624","Surface Judgment","Incongruent","0.034",0.6,2.3697,0.5981,0.2532,0.7055,0.4772016698
"2625","Surface Judgment","Incongruent","0.034",0.6,2.6103,0.59,0.2299,0.6493,0.648333121039526
"2626","Surface Judgment","Incongruent","0.034",0.6,2.695,0.5932,0.2226,0.6255,0.2498055265
"2627","Surface Judgment","Incongruent","0.034",0.6,2.711,0.583,0.2213,0.6327,0.290064157028519
"2628","Surface Judgment","Incongruent","0.034",0.6,2.7143,0.5996,0.2211,0.6144,0.474957254136337
"2629","Surface Judgment","Incongruent","0.034",0.6,2.766,0.5957,0.2169,0.6069,0.430304295889734
"2630","Surface Judgment","Incongruent","0.034",0.6,2.7997,0.581,0.2143,0.6148,0.614336479883066
"2631","Surface Judgment","Incongruent","0.034",0.6,2.9153,0.5842,0.2058,0.5872,0.414917833366293
