"","task_Type","Congruency","present_time","num_ratio","SurfAreaRatio","CH_Ratio","ADS_Ratio","Density_Ratio","mean_seen"
"2167","Surface Judgment","Congruent","0.1",0.8,0.7423,0.8313,0.5939,0.6171,1
"2168","Surface Judgment","Congruent","0.1",0.8,0.745,0.7764,0.9313,0.9596,0.888888888888889
"2169","Surface Judgment","Congruent","0.1",0.8,0.7506,0.8318,0.9383,0.9024,1
"2170","Surface Judgment","Congruent","0.1",0.8,0.7712,0.7741,0.617,0.597,1
"2171","Surface Judgment","Congruent","0.1",0.8,0.7899,0.7755,0.9874,0.9817,0.909090909090909
"2172","Surface Judgment","Congruent","0.1",0.8,0.8115,0.7671,0.6492,0.6225,1
"2173","Surface Judgment","Congruent","0.1",0.8,0.8199,0.8359,0.9757,0.9809,0.888888888888889
"2174","Surface Judgment","Congruent","0.1",0.8,1.0072,0.7737,0.7943,0.7681,0.9
"2175","Surface Judgment","Congruent","0.1",0.8,1.172,0.7696,0.9376,0.9019,1
"2176","Surface Judgment","Congruent","0.1",0.8,1.1859,0.8359,0.9488,0.9914,0.909090909090909
"2177","Surface Judgment","Congruent","0.1",0.8,1.1898,0.7674,0.6724,0.645,0.875
"2178","Surface Judgment","Congruent","0.1",0.8,1.2848,0.7732,0.9729,0.9934,1
"2179","Surface Judgment","Congruent","0.1",0.8,1.3098,0.7671,0.9543,0.9953,1
"2180","Surface Judgment","Congruent","0.1",0.8,1.3172,0.8315,0.949,0.9131,0.888888888888889
"2181","Surface Judgment","Congruent","0.1",0.8,1.3247,0.8356,0.9436,0.9035,1
"2182","Surface Judgment","Congruent","0.1",0.8,1.34,0.7739,0.9329,0.9644,1
"2183","Surface Judgment","Congruent","0.1",0.8,1.4331,0.7751,0.8723,0.9002,0.875
"2184","Surface Judgment","Congruent","0.1",0.8,1.4377,0.7662,0.8694,0.9078,1
"2185","Surface Judgment","Congruent","0.1",0.8,1.4464,0.7688,0.8642,0.8993,1
"2186","Surface Judgment","Congruent","0.1",0.8,1.4504,0.8343,0.8619,0.8264,0.846153846153846
"2187","Surface Judgment","Congruent","0.1",0.8,1.5582,0.7692,0.8022,0.8344,1
"2188","Surface Judgment","Congruent","0.1",0.8,1.5683,0.7804,0.797,0.8171,0.846153846153846
"2189","Surface Judgment","Congruent","0.1",0.8,1.7465,0.7709,0.7157,0.7428,0.5
"2190","Surface Judgment","Congruent","0.1",0.8,1.7605,0.7707,0.71,0.7371,1
"2191","Surface Judgment","Congruent","0.1",0.8,1.7703,0.7731,0.7061,0.7306,1
"2192","Surface Judgment","Congruent","0.1",0.8,1.9619,0.772,0.6371,0.6602,1
"2193","Surface Judgment","Congruent","0.1",0.8,2.0939,0.7726,0.597,0.6182,1
"2194","Surface Judgment","Congruent","0.1",0.8,2.5859,0.765,0.4834,0.5055,1
"2195","Surface Judgment","Congruent","0.1",0.8,2.7311,0.7714,0.4577,0.4746,1
"2196","Surface Judgment","Congruent","0.1",0.8,2.7474,0.7694,0.455,0.473,1
"2197","Surface Judgment","Congruent","0.5",0.5,0.1374,0.49,0.2748,0.2804,1
"2198","Surface Judgment","Congruent","0.5",0.5,0.1548,0.4878,0.3096,0.3174,1
"2199","Surface Judgment","Congruent","0.5",0.5,0.1572,0.4805,0.3143,0.3271,1
"2200","Surface Judgment","Congruent","0.5",0.5,0.1674,0.4922,0.3349,0.3401,1
"2201","Surface Judgment","Congruent","0.5",0.5,0.1764,0.49,0.3527,0.3599,1
"2202","Surface Judgment","Congruent","0.5",0.5,0.1796,0.5002,0.3592,0.3591,1
"2203","Surface Judgment","Congruent","0.5",0.5,0.1836,0.4843,0.3671,0.379,1
"2204","Surface Judgment","Congruent","0.5",0.5,0.1928,0.4956,0.3856,0.3891,1
"2205","Surface Judgment","Congruent","0.5",0.5,0.1933,0.4931,0.3867,0.3921,1
"2206","Surface Judgment","Congruent","0.5",0.5,0.2002,0.4817,0.4003,0.4155,1
"2207","Surface Judgment","Congruent","0.5",0.5,0.2063,0.4776,0.4126,0.432,1
"2208","Surface Judgment","Congruent","0.5",0.5,0.2097,0.4878,0.4195,0.4299,1
"2209","Surface Judgment","Congruent","0.5",0.5,0.2157,0.4924,0.4314,0.438,1
"2210","Surface Judgment","Congruent","0.5",0.5,0.22,0.4937,0.4399,0.4455,0.9
"2211","Surface Judgment","Congruent","0.5",0.5,0.2231,0.4988,0.4462,0.4473,1
"2212","Surface Judgment","Congruent","0.5",0.5,0.2264,0.4854,0.4529,0.4665,1
"2213","Surface Judgment","Congruent","0.5",0.5,0.231,0.4795,0.462,0.4818,1
"2214","Surface Judgment","Congruent","0.5",0.5,0.2628,0.4939,0.5256,0.5321,1
"2215","Surface Judgment","Congruent","0.5",0.5,0.2751,0.496,0.5502,0.5546,1
"2216","Surface Judgment","Congruent","0.5",0.5,0.2891,0.4876,0.5782,0.5929,0.916666666666667
"2217","Surface Judgment","Congruent","0.5",0.5,0.2943,0.4861,0.5885,0.6054,1
"2218","Surface Judgment","Congruent","0.5",0.5,0.2976,0.5007,0.5952,0.5944,1
"2219","Surface Judgment","Congruent","0.5",0.5,0.4456,0.499,0.8912,0.893,1
"2220","Surface Judgment","Congruent","0.5",0.5,0.4863,0.4982,0.9725,0.976,1
"2221","Surface Judgment","Congruent","0.5",0.5,0.5463,0.4871,0.9152,0.8916,1
"2222","Surface Judgment","Congruent","0.5",0.5,1.6648,0.489,0.8324,0.814,1
"2223","Surface Judgment","Congruent","0.5",0.5,2.1137,0.4946,0.9462,0.9566,1
"2224","Surface Judgment","Congruent","0.5",0.5,2.3569,0.4976,0.8486,0.8526,1
"2225","Surface Judgment","Congruent","0.5",0.5,3.233,0.4942,0.6186,0.6259,0.875
"2226","Surface Judgment","Congruent","0.5",0.5,3.3684,0.4965,0.5938,0.598,1
"2227","Surface Judgment","Congruent","0.5",0.5,3.5199,0.4837,0.5682,0.5874,1
"2228","Surface Judgment","Congruent","0.5",0.5,3.7265,0.5159,0.5367,0.5202,1
"2229","Surface Judgment","Congruent","0.5",0.5,3.7589,0.4797,0.5321,0.5546,1
"2230","Surface Judgment","Congruent","0.5",0.5,3.7682,0.5074,0.5308,0.523,1
"2231","Surface Judgment","Congruent","0.5",0.5,3.8435,0.4889,0.5204,0.5321,1
"2232","Surface Judgment","Congruent","0.5",0.5,3.8672,0.4943,0.5172,0.5231,1
"2233","Surface Judgment","Congruent","0.5",0.5,4.1676,0.479,0.4799,0.5009,1
"2234","Surface Judgment","Congruent","0.5",0.5,4.3337,0.4954,0.4615,0.4658,1
"2235","Surface Judgment","Congruent","0.5",0.5,4.3515,0.5051,0.4596,0.455,1
"2236","Surface Judgment","Congruent","0.5",0.5,4.4278,0.4929,0.4517,0.4582,1
"2237","Surface Judgment","Congruent","0.5",0.5,5.1029,0.4866,0.3919,0.4027,1
"2238","Surface Judgment","Congruent","0.5",0.5,5.1365,0.496,0.3894,0.3925,1
