"","task_Type","Congruency","num_ratio","CH_Ratio","Density_Ratio","Surface_Ratio","ADS_Ratio","present_time","seen"
"2675","Surface judgment","incongruent","0.6",0.608,0.551,0.335,0.201,0.1,1
"2676","Surface judgment","incongruent","0.6",0.608,0.551,0.335,0.201,0.5,0.909090909090909
"2677","Surface judgment","incongruent","0.6",0.6081,0.5514,0.3353,0.2012,0.017,0.142857142857143
"2678","Surface judgment","incongruent","0.6",0.6081,0.5514,0.3353,0.2012,0.034,0.714285714285714
"2679","Surface judgment","incongruent","0.6",0.6081,0.5514,0.3353,0.2012,0.1,1
"2680","Surface judgment","incongruent","0.6",0.6081,0.5514,0.3353,0.2012,0.5,1
"2681","Surface judgment","incongruent","0.6",0.6085,0.5499,0.3346,0.2007,0.017,0.333333333333333
"2682","Surface judgment","incongruent","0.6",0.6085,0.5499,0.3346,0.2007,0.034,0.6
"2683","Surface judgment","incongruent","0.6",0.6085,0.5499,0.3346,0.2007,0.1,0.875
"2684","Surface judgment","incongruent","0.6",0.6085,0.5499,0.3346,0.2007,0.5,0.857142857142857
"2685","Surface judgment","incongruent","0.6",0.6085,0.5511,0.3354,0.2012,0.017,0.363636363636364
"2686","Surface judgment","incongruent","0.6",0.6085,0.5511,0.3354,0.2012,0.034,0.6
"2687","Surface judgment","incongruent","0.6",0.6085,0.5511,0.3354,0.2012,0.1,1
"2688","Surface judgment","incongruent","0.6",0.6085,0.5511,0.3354,0.2012,0.5,1
"2689","Surface judgment","incongruent","0.6",0.6086,0.5499,0.3347,0.2008,0.017,0.666666666666667
"2690","Surface judgment","incongruent","0.6",0.6086,0.5499,0.3347,0.2008,0.034,0.875
"2691","Surface judgment","incongruent","0.6",0.6086,0.5499,0.3347,0.2008,0.1,0.875
"2692","Surface judgment","incongruent","0.6",0.6086,0.5499,0.3347,0.2008,0.5,1
"2693","Surface judgment","incongruent","0.6",0.6086,0.5505,0.335,0.201,0.017,0.333333333333333
"2694","Surface judgment","incongruent","0.6",0.6086,0.5505,0.335,0.201,0.034,0.8
"2695","Surface judgment","incongruent","0.6",0.6086,0.5505,0.335,0.201,0.1,1
"2696","Surface judgment","incongruent","0.6",0.6086,0.5505,0.335,0.201,0.5,0.909090909090909
"2697","Surface judgment","incongruent","0.6",0.6088,0.5513,0.3357,0.2014,0.017,0.5
"2698","Surface judgment","incongruent","0.6",0.6088,0.5513,0.3357,0.2014,0.034,0.25
"2699","Surface judgment","incongruent","0.6",0.6088,0.5513,0.3357,0.2014,0.1,1
"2700","Surface judgment","incongruent","0.6",0.6088,0.5513,0.3357,0.2014,0.5,0.875
"2701","Surface judgment","incongruent","0.6",0.6089,0.5469,0.333,0.1998,0.017,0.571428571428571
"2702","Surface judgment","incongruent","0.6",0.6089,0.5469,0.333,0.1998,0.034,0.363636363636364
"2703","Surface judgment","incongruent","0.6",0.6089,0.5469,0.333,0.1998,0.1,1
"2704","Surface judgment","incongruent","0.6",0.6089,0.5469,0.333,0.1998,0.5,1
"2705","Surface judgment","incongruent","0.6",0.6089,0.5492,0.3344,0.2006,0.017,0.5
"2706","Surface judgment","incongruent","0.6",0.6089,0.5492,0.3344,0.2006,0.034,0.666666666666667
"2707","Surface judgment","incongruent","0.6",0.6089,0.5492,0.3344,0.2006,0.1,0.888888888888889
"2708","Surface judgment","incongruent","0.6",0.6089,0.5492,0.3344,0.2006,0.5,0.9
"2709","Surface judgment","incongruent","0.6",0.6089,0.5524,0.3364,0.2018,0.017,0.333333333333333
"2710","Surface judgment","incongruent","0.6",0.6089,0.5524,0.3364,0.2018,0.034,0.75
"2711","Surface judgment","incongruent","0.6",0.6089,0.5524,0.3364,0.2018,0.1,0.846153846153846
"2712","Surface judgment","incongruent","0.6",0.6089,0.5524,0.3364,0.2018,0.5,1
"2713","Surface judgment","incongruent","0.6",0.609,0.5503,0.3351,0.2011,0.017,0.416666666666667
"2714","Surface judgment","incongruent","0.6",0.609,0.5503,0.3351,0.2011,0.034,0.875
"2715","Surface judgment","incongruent","0.6",0.609,0.5503,0.3351,0.2011,0.1,0.857142857142857
"2716","Surface judgment","incongruent","0.6",0.609,0.5503,0.3351,0.2011,0.5,1
"2717","Surface judgment","incongruent","0.6",0.6091,0.5485,0.3341,0.2004,0.017,0.333333333333333
"2718","Surface judgment","incongruent","0.6",0.6091,0.5485,0.3341,0.2004,0.034,0.6
"2719","Surface judgment","incongruent","0.6",0.6091,0.5485,0.3341,0.2004,0.1,1
"2720","Surface judgment","incongruent","0.6",0.6091,0.5485,0.3341,0.2004,0.5,1
"2721","Surface judgment","incongruent","0.6",0.6091,0.5487,0.3342,0.2005,0.017,0
"2722","Surface judgment","incongruent","0.6",0.6091,0.5487,0.3342,0.2005,0.034,0.6
"2723","Surface judgment","incongruent","0.6",0.6091,0.5487,0.3342,0.2005,0.1,1
"2724","Surface judgment","incongruent","0.6",0.6091,0.5487,0.3342,0.2005,0.5,0.857142857142857
"2725","Surface judgment","incongruent","0.6",0.6092,0.5485,0.3341,0.2005,0.017,0.666666666666667
"2726","Surface judgment","incongruent","0.6",0.6092,0.5485,0.3341,0.2005,0.034,0.909090909090909
"2727","Surface judgment","incongruent","0.6",0.6092,0.5485,0.3341,0.2005,0.1,0.818181818181818
"2728","Surface judgment","incongruent","0.6",0.6092,0.5485,0.3341,0.2005,0.5,1
"2729","Surface judgment","incongruent","0.6",0.6093,0.5514,0.336,0.2016,0.017,0.428571428571429
"2730","Surface judgment","incongruent","0.6",0.6093,0.5514,0.336,0.2016,0.034,0.6
"2731","Surface judgment","incongruent","0.6",0.6093,0.5514,0.336,0.2016,0.1,1
"2732","Surface judgment","incongruent","0.6",0.6093,0.5514,0.336,0.2016,0.5,1
"2733","Surface judgment","incongruent","0.6",0.6096,0.5464,0.3331,0.1998,0.017,0.222222222222222
"2734","Surface judgment","incongruent","0.6",0.6096,0.5464,0.3331,0.1998,0.034,0.888888888888889
"2735","Surface judgment","incongruent","0.6",0.6096,0.5464,0.3331,0.1998,0.1,1
"2736","Surface judgment","incongruent","0.6",0.6096,0.5464,0.3331,0.1998,0.5,1
"2737","Surface judgment","incongruent","0.6",0.6096,0.5487,0.3345,0.2007,0.017,0
"2738","Surface judgment","incongruent","0.6",0.6096,0.5487,0.3345,0.2007,0.034,0.5
"2739","Surface judgment","incongruent","0.6",0.6096,0.5487,0.3345,0.2007,0.1,1
"2740","Surface judgment","incongruent","0.6",0.6096,0.5487,0.3345,0.2007,0.5,1
"2741","Surface judgment","incongruent","0.6",0.6097,0.5444,0.332,0.1992,0.017,0.125
"2742","Surface judgment","incongruent","0.6",0.6097,0.5444,0.332,0.1992,0.034,0.666666666666667
"2743","Surface judgment","incongruent","0.6",0.6097,0.5444,0.332,0.1992,0.1,0.866666666666667
"2744","Surface judgment","incongruent","0.6",0.6097,0.5444,0.332,0.1992,0.5,1
"2745","Surface judgment","incongruent","0.6",0.6097,0.5481,0.3342,0.2005,0.017,0.285714285714286
"2746","Surface judgment","incongruent","0.6",0.6097,0.5481,0.3342,0.2005,0.034,0.5
"2747","Surface judgment","incongruent","0.6",0.6097,0.5481,0.3342,0.2005,0.1,1
"2748","Surface judgment","incongruent","0.6",0.6097,0.5481,0.3342,0.2005,0.5,1
"2749","Surface judgment","incongruent","0.6",0.6097,0.5504,0.3356,0.2014,0.017,0.5
"2750","Surface judgment","incongruent","0.6",0.6097,0.5504,0.3356,0.2014,0.034,0.555555555555556
"2751","Surface judgment","incongruent","0.6",0.6097,0.5504,0.3356,0.2014,0.1,0.9
"2752","Surface judgment","incongruent","0.6",0.6097,0.5504,0.3356,0.2014,0.5,1
"2753","Surface judgment","incongruent","0.6",0.6097,0.5529,0.3371,0.2023,0.017,0.307692307692308
"2754","Surface judgment","incongruent","0.6",0.6097,0.5529,0.3371,0.2023,0.034,0.5
"2755","Surface judgment","incongruent","0.6",0.6097,0.5529,0.3371,0.2023,0.1,1
"2756","Surface judgment","incongruent","0.6",0.6097,0.5529,0.3371,0.2023,0.5,1
"2757","Surface judgment","incongruent","0.6",0.61,0.5486,0.3347,0.2008,0.017,0.125
"2758","Surface judgment","incongruent","0.6",0.61,0.5486,0.3347,0.2008,0.034,0.666666666666667
"2759","Surface judgment","incongruent","0.6",0.61,0.5486,0.3347,0.2008,0.1,0.818181818181818
"2760","Surface judgment","incongruent","0.6",0.61,0.5486,0.3347,0.2008,0.5,1
"2761","Surface judgment","incongruent","0.6",0.6101,0.5475,0.334,0.2004,0.017,0.25
"2762","Surface judgment","incongruent","0.6",0.6101,0.5475,0.334,0.2004,0.034,0.666666666666667
"2763","Surface judgment","incongruent","0.6",0.6101,0.5475,0.334,0.2004,0.1,0.833333333333333
"2764","Surface judgment","incongruent","0.6",0.6101,0.5475,0.334,0.2004,0.5,1
"2765","Surface judgment","incongruent","0.6",0.6102,0.5474,0.334,0.2004,0.017,0.363636363636364
"2766","Surface judgment","incongruent","0.6",0.6102,0.5474,0.334,0.2004,0.034,0.636363636363636
"2767","Surface judgment","incongruent","0.6",0.6102,0.5474,0.334,0.2004,0.1,1
"2768","Surface judgment","incongruent","0.6",0.6102,0.5474,0.334,0.2004,0.5,0.8
"2769","Surface judgment","incongruent","0.6",0.6102,0.5497,0.3354,0.2012,0.017,0.666666666666667
"2770","Surface judgment","incongruent","0.6",0.6102,0.5497,0.3354,0.2012,0.034,0.666666666666667
"2771","Surface judgment","incongruent","0.6",0.6102,0.5497,0.3354,0.2012,0.1,1
"2772","Surface judgment","incongruent","0.6",0.6102,0.5497,0.3354,0.2012,0.5,1
"2773","Surface judgment","incongruent","0.6",0.6102,0.5502,0.3357,0.2014,0.017,0.5
"2774","Surface judgment","incongruent","0.6",0.6102,0.5502,0.3357,0.2014,0.034,0.75
"2775","Surface judgment","incongruent","0.6",0.6102,0.5502,0.3357,0.2014,0.1,1
"2776","Surface judgment","incongruent","0.6",0.6102,0.5502,0.3357,0.2014,0.5,1
"2777","Surface judgment","incongruent","0.6",0.6103,0.5502,0.3357,0.2014,0.017,0.454545454545455
"2778","Surface judgment","incongruent","0.6",0.6103,0.5502,0.3357,0.2014,0.034,0.8
"2779","Surface judgment","incongruent","0.6",0.6103,0.5502,0.3357,0.2014,0.1,0.9
"2780","Surface judgment","incongruent","0.6",0.6103,0.5502,0.3357,0.2014,0.5,1
"2781","Surface judgment","incongruent","0.6",0.6105,0.5508,0.3363,0.2018,0.017,0.25
"2782","Surface judgment","incongruent","0.6",0.6105,0.5508,0.3363,0.2018,0.034,0.666666666666667
"2783","Surface judgment","incongruent","0.6",0.6105,0.5508,0.3363,0.2018,0.1,0.833333333333333
"2784","Surface judgment","incongruent","0.6",0.6105,0.5508,0.3363,0.2018,0.5,1
"2785","Surface judgment","incongruent","0.6",0.6106,0.5487,0.335,0.201,0.017,0.222222222222222
"2786","Surface judgment","incongruent","0.6",0.6106,0.5487,0.335,0.201,0.034,0.25
"2787","Surface judgment","incongruent","0.6",0.6106,0.5487,0.335,0.201,0.1,0.9
"2788","Surface judgment","incongruent","0.6",0.6106,0.5487,0.335,0.201,0.5,0.9
"2789","Surface judgment","incongruent","0.6",0.6108,0.5457,0.3333,0.2,0.017,0.25
"2790","Surface judgment","incongruent","0.6",0.6108,0.5457,0.3333,0.2,0.034,0.888888888888889
"2791","Surface judgment","incongruent","0.6",0.6108,0.5457,0.3333,0.2,0.1,1
"2792","Surface judgment","incongruent","0.6",0.6108,0.5457,0.3333,0.2,0.5,1
"2793","Surface judgment","incongruent","0.7",0.6332,0.4503,0.2851,0.1996,0.017,0.666666666666667
"2794","Surface judgment","incongruent","0.7",0.6332,0.4503,0.2851,0.1996,0.034,0.583333333333333
"2795","Surface judgment","incongruent","0.7",0.6332,0.4503,0.2851,0.1996,0.1,0.888888888888889
"2796","Surface judgment","incongruent","0.7",0.6332,0.4503,0.2851,0.1996,0.5,1
"2797","Surface judgment","incongruent","0.7",0.6349,0.4504,0.286,0.2002,0.017,0.555555555555556
"2798","Surface judgment","incongruent","0.7",0.6349,0.4504,0.286,0.2002,0.034,0.888888888888889
"2799","Surface judgment","incongruent","0.7",0.6349,0.4504,0.286,0.2002,0.1,1
"2800","Surface judgment","incongruent","0.7",0.6349,0.4504,0.286,0.2002,0.5,0.9
"2801","Surface judgment","incongruent","0.7",0.6419,0.4465,0.2866,0.2006,0.017,0.375
"2802","Surface judgment","incongruent","0.7",0.6419,0.4465,0.2866,0.2006,0.034,0.642857142857143
"2803","Surface judgment","incongruent","0.7",0.6419,0.4465,0.2866,0.2006,0.1,1
"2804","Surface judgment","incongruent","0.7",0.6419,0.4465,0.2866,0.2006,0.5,1
"2805","Surface judgment","incongruent","0.7",0.6626,0.4347,0.288,0.2016,0.017,0.444444444444444
"2806","Surface judgment","incongruent","0.7",0.6626,0.4347,0.288,0.2016,0.034,0.666666666666667
"2807","Surface judgment","incongruent","0.7",0.6626,0.4347,0.288,0.2016,0.1,1
"2808","Surface judgment","incongruent","0.7",0.6626,0.4347,0.288,0.2016,0.5,0.9
"2809","Surface judgment","incongruent","0.7",0.6706,0.4284,0.2872,0.2011,0.017,0.333333333333333
"2810","Surface judgment","incongruent","0.7",0.6706,0.4284,0.2872,0.2011,0.034,0.666666666666667
"2811","Surface judgment","incongruent","0.7",0.6706,0.4284,0.2872,0.2011,0.1,1
"2812","Surface judgment","incongruent","0.7",0.6706,0.4284,0.2872,0.2011,0.5,0.875
"2813","Surface judgment","incongruent","0.7",0.6853,0.4179,0.2864,0.2005,0.017,0.444444444444444
"2814","Surface judgment","incongruent","0.7",0.6853,0.4179,0.2864,0.2005,0.034,0.777777777777778
"2815","Surface judgment","incongruent","0.7",0.6853,0.4179,0.2864,0.2005,0.1,0.916666666666667
"2816","Surface judgment","incongruent","0.7",0.6853,0.4179,0.2864,0.2005,0.5,1
"2817","Surface judgment","incongruent","0.7",0.6867,0.4177,0.2868,0.2008,0.017,0.555555555555556
"2818","Surface judgment","incongruent","0.7",0.6867,0.4177,0.2868,0.2008,0.034,0.8
"2819","Surface judgment","incongruent","0.7",0.6867,0.4177,0.2868,0.2008,0.1,1
"2820","Surface judgment","incongruent","0.7",0.6867,0.4177,0.2868,0.2008,0.5,1
"2821","Surface judgment","incongruent","0.7",0.6893,0.4171,0.2875,0.2012,0.017,0.4
"2822","Surface judgment","incongruent","0.7",0.6893,0.4171,0.2875,0.2012,0.034,0.714285714285714
"2823","Surface judgment","incongruent","0.7",0.6893,0.4171,0.2875,0.2012,0.1,1
"2824","Surface judgment","incongruent","0.7",0.6893,0.4171,0.2875,0.2012,0.5,1
"2825","Surface judgment","incongruent","0.7",0.6897,0.4146,0.2859,0.2002,0.017,0.333333333333333
"2826","Surface judgment","incongruent","0.7",0.6897,0.4146,0.2859,0.2002,0.034,0.875
"2827","Surface judgment","incongruent","0.7",0.6897,0.4146,0.2859,0.2002,0.1,1
"2828","Surface judgment","incongruent","0.7",0.6897,0.4146,0.2859,0.2002,0.5,1
"2829","Surface judgment","incongruent","0.7",0.6909,0.4157,0.2872,0.201,0.017,0.444444444444444
"2830","Surface judgment","incongruent","0.7",0.6909,0.4157,0.2872,0.201,0.034,0.4
"2831","Surface judgment","incongruent","0.7",0.6909,0.4157,0.2872,0.201,0.1,1
"2832","Surface judgment","incongruent","0.7",0.6909,0.4157,0.2872,0.201,0.5,0.875
"2833","Surface judgment","incongruent","0.7",0.6914,0.4137,0.286,0.2002,0.017,0.5
"2834","Surface judgment","incongruent","0.7",0.6914,0.4137,0.286,0.2002,0.034,0.777777777777778
"2835","Surface judgment","incongruent","0.7",0.6914,0.4137,0.286,0.2002,0.1,1
"2836","Surface judgment","incongruent","0.7",0.6914,0.4137,0.286,0.2002,0.5,1
"2837","Surface judgment","incongruent","0.7",0.6914,0.4165,0.288,0.2016,0.017,0.333333333333333
"2838","Surface judgment","incongruent","0.7",0.6914,0.4165,0.288,0.2016,0.034,0.818181818181818
"2839","Surface judgment","incongruent","0.7",0.6914,0.4165,0.288,0.2016,0.1,0.916666666666667
"2840","Surface judgment","incongruent","0.7",0.6914,0.4165,0.288,0.2016,0.5,1
"2841","Surface judgment","incongruent","0.7",0.6915,0.4141,0.2863,0.2004,0.017,0.545454545454545
"2842","Surface judgment","incongruent","0.7",0.6915,0.4141,0.2863,0.2004,0.034,0.714285714285714
"2843","Surface judgment","incongruent","0.7",0.6915,0.4141,0.2863,0.2004,0.1,1
"2844","Surface judgment","incongruent","0.7",0.6915,0.4141,0.2863,0.2004,0.5,1
"2845","Surface judgment","incongruent","0.7",0.6916,0.4186,0.2895,0.2026,0.017,0.428571428571429
"2846","Surface judgment","incongruent","0.7",0.6916,0.4186,0.2895,0.2026,0.034,0.666666666666667
"2847","Surface judgment","incongruent","0.7",0.6916,0.4186,0.2895,0.2026,0.1,0.909090909090909
"2848","Surface judgment","incongruent","0.7",0.6916,0.4186,0.2895,0.2026,0.5,0.875
"2849","Surface judgment","incongruent","0.7",0.6917,0.4152,0.2872,0.201,0.017,0.555555555555556
"2850","Surface judgment","incongruent","0.7",0.6917,0.4152,0.2872,0.201,0.034,0.428571428571429
"2851","Surface judgment","incongruent","0.7",0.6917,0.4152,0.2872,0.201,0.1,1
"2852","Surface judgment","incongruent","0.7",0.6917,0.4152,0.2872,0.201,0.5,1
"2853","Surface judgment","incongruent","0.7",0.6917,0.4154,0.2873,0.2011,0.017,0.166666666666667
"2854","Surface judgment","incongruent","0.7",0.6917,0.4154,0.2873,0.2011,0.034,0.8
"2855","Surface judgment","incongruent","0.7",0.6917,0.4154,0.2873,0.2011,0.1,1
"2856","Surface judgment","incongruent","0.7",0.6917,0.4154,0.2873,0.2011,0.5,1
"2857","Surface judgment","incongruent","0.7",0.6918,0.4157,0.2876,0.2013,0.017,0.0833333333333333
"2858","Surface judgment","incongruent","0.7",0.6918,0.4157,0.2876,0.2013,0.034,0.8
"2859","Surface judgment","incongruent","0.7",0.6918,0.4157,0.2876,0.2013,0.1,1
"2860","Surface judgment","incongruent","0.7",0.6918,0.4157,0.2876,0.2013,0.5,1
"2861","Surface judgment","incongruent","0.7",0.692,0.4128,0.2857,0.2,0.017,0.142857142857143
"2862","Surface judgment","incongruent","0.7",0.692,0.4128,0.2857,0.2,0.034,0.571428571428571
"2863","Surface judgment","incongruent","0.7",0.692,0.4128,0.2857,0.2,0.1,1
"2864","Surface judgment","incongruent","0.7",0.692,0.4128,0.2857,0.2,0.5,1
"2865","Surface judgment","incongruent","0.7",0.692,0.4138,0.2864,0.2005,0.017,0.444444444444444
"2866","Surface judgment","incongruent","0.7",0.692,0.4138,0.2864,0.2005,0.034,0.714285714285714
"2867","Surface judgment","incongruent","0.7",0.692,0.4138,0.2864,0.2005,0.1,0.833333333333333
"2868","Surface judgment","incongruent","0.7",0.692,0.4138,0.2864,0.2005,0.5,1
"2869","Surface judgment","incongruent","0.7",0.692,0.4148,0.2871,0.201,0.017,0.571428571428571
"2870","Surface judgment","incongruent","0.7",0.692,0.4148,0.2871,0.201,0.034,0.75
"2871","Surface judgment","incongruent","0.7",0.692,0.4148,0.2871,0.201,0.1,0.909090909090909
"2872","Surface judgment","incongruent","0.7",0.692,0.4148,0.2871,0.201,0.5,1
"2873","Surface judgment","incongruent","0.7",0.6923,0.4115,0.2849,0.1994,0.017,0.363636363636364
"2874","Surface judgment","incongruent","0.7",0.6923,0.4115,0.2849,0.1994,0.034,0.444444444444444
"2875","Surface judgment","incongruent","0.7",0.6923,0.4115,0.2849,0.1994,0.1,1
"2876","Surface judgment","incongruent","0.7",0.6923,0.4115,0.2849,0.1994,0.5,0.888888888888889
"2877","Surface judgment","incongruent","0.7",0.6924,0.4125,0.2856,0.1999,0.017,0.5
"2878","Surface judgment","incongruent","0.7",0.6924,0.4125,0.2856,0.1999,0.034,0.625
"2879","Surface judgment","incongruent","0.7",0.6924,0.4125,0.2856,0.1999,0.1,1
"2880","Surface judgment","incongruent","0.7",0.6924,0.4125,0.2856,0.1999,0.5,1
"2881","Surface judgment","incongruent","0.7",0.6924,0.4128,0.2858,0.2001,0.017,0.375
"2882","Surface judgment","incongruent","0.7",0.6924,0.4128,0.2858,0.2001,0.034,0.6
"2883","Surface judgment","incongruent","0.7",0.6924,0.4128,0.2858,0.2001,0.1,1
"2884","Surface judgment","incongruent","0.7",0.6924,0.4128,0.2858,0.2001,0.5,1
"2885","Surface judgment","incongruent","0.7",0.6926,0.414,0.2867,0.2007,0.017,0.142857142857143
"2886","Surface judgment","incongruent","0.7",0.6926,0.414,0.2867,0.2007,0.034,0.5
"2887","Surface judgment","incongruent","0.7",0.6926,0.414,0.2867,0.2007,0.1,0.888888888888889
"2888","Surface judgment","incongruent","0.7",0.6926,0.414,0.2867,0.2007,0.5,1
"2889","Surface judgment","incongruent","0.7",0.6927,0.4189,0.2902,0.2031,0.017,0.357142857142857
"2890","Surface judgment","incongruent","0.7",0.6927,0.4189,0.2902,0.2031,0.034,0.75
"2891","Surface judgment","incongruent","0.7",0.6927,0.4189,0.2902,0.2031,0.1,0.75
"2892","Surface judgment","incongruent","0.7",0.6927,0.4189,0.2902,0.2031,0.5,1
"2893","Surface judgment","incongruent","0.7",0.6928,0.4127,0.2859,0.2001,0.017,0.428571428571429
"2894","Surface judgment","incongruent","0.7",0.6928,0.4127,0.2859,0.2001,0.034,0.6
"2895","Surface judgment","incongruent","0.7",0.6928,0.4127,0.2859,0.2001,0.1,1
"2896","Surface judgment","incongruent","0.7",0.6928,0.4127,0.2859,0.2001,0.5,1
"2897","Surface judgment","incongruent","0.7",0.693,0.4139,0.2869,0.2008,0.017,0.363636363636364
"2898","Surface judgment","incongruent","0.7",0.693,0.4139,0.2869,0.2008,0.034,0.833333333333333
"2899","Surface judgment","incongruent","0.7",0.693,0.4139,0.2869,0.2008,0.1,1
"2900","Surface judgment","incongruent","0.7",0.693,0.4139,0.2869,0.2008,0.5,1
"2901","Surface judgment","incongruent","0.7",0.693,0.4148,0.2874,0.2012,0.017,0.5
"2902","Surface judgment","incongruent","0.7",0.693,0.4148,0.2874,0.2012,0.034,0.6
"2903","Surface judgment","incongruent","0.7",0.693,0.4148,0.2874,0.2012,0.1,1
"2904","Surface judgment","incongruent","0.7",0.693,0.4148,0.2874,0.2012,0.5,0.923076923076923
"2905","Surface judgment","incongruent","0.7",0.693,0.4154,0.2879,0.2015,0.017,0.222222222222222
"2906","Surface judgment","incongruent","0.7",0.693,0.4154,0.2879,0.2015,0.034,0.833333333333333
"2907","Surface judgment","incongruent","0.7",0.693,0.4154,0.2879,0.2015,0.1,0.8
"2908","Surface judgment","incongruent","0.7",0.693,0.4154,0.2879,0.2015,0.5,1
"2909","Surface judgment","incongruent","0.7",0.6931,0.4158,0.2882,0.2018,0.017,0.444444444444444
"2910","Surface judgment","incongruent","0.7",0.6931,0.4158,0.2882,0.2018,0.034,0.571428571428571
"2911","Surface judgment","incongruent","0.7",0.6931,0.4158,0.2882,0.2018,0.1,0.75
"2912","Surface judgment","incongruent","0.7",0.6931,0.4158,0.2882,0.2018,0.5,1
"2913","Surface judgment","incongruent","0.7",0.6932,0.4129,0.2862,0.2003,0.017,0.166666666666667
"2914","Surface judgment","incongruent","0.7",0.6932,0.4129,0.2862,0.2003,0.034,0.7
"2915","Surface judgment","incongruent","0.7",0.6932,0.4129,0.2862,0.2003,0.1,1
"2916","Surface judgment","incongruent","0.7",0.6932,0.4129,0.2862,0.2003,0.5,1
"2917","Surface judgment","incongruent","0.7",0.6933,0.4148,0.2876,0.2013,0.017,0.111111111111111
"2918","Surface judgment","incongruent","0.7",0.6933,0.4148,0.2876,0.2013,0.034,0.8125
"2919","Surface judgment","incongruent","0.7",0.6933,0.4148,0.2876,0.2013,0.1,1
"2920","Surface judgment","incongruent","0.7",0.6933,0.4148,0.2876,0.2013,0.5,1
"2921","Surface judgment","incongruent","0.7",0.6935,0.4133,0.2866,0.2006,0.017,0.166666666666667
"2922","Surface judgment","incongruent","0.7",0.6935,0.4133,0.2866,0.2006,0.034,0.818181818181818
"2923","Surface judgment","incongruent","0.7",0.6935,0.4133,0.2866,0.2006,0.1,0.888888888888889
"2924","Surface judgment","incongruent","0.7",0.6935,0.4133,0.2866,0.2006,0.5,1
"2925","Surface judgment","incongruent","0.7",0.6936,0.4132,0.2866,0.2006,0.017,0.416666666666667
"2926","Surface judgment","incongruent","0.7",0.6936,0.4132,0.2866,0.2006,0.034,0.727272727272727
"2927","Surface judgment","incongruent","0.7",0.6936,0.4132,0.2866,0.2006,0.1,1
"2928","Surface judgment","incongruent","0.7",0.6936,0.4132,0.2866,0.2006,0.5,1
"2929","Surface judgment","incongruent","0.7",0.6937,0.4134,0.2868,0.2008,0.017,0.3
"2930","Surface judgment","incongruent","0.7",0.6937,0.4134,0.2868,0.2008,0.034,0.666666666666667
"2931","Surface judgment","incongruent","0.7",0.6937,0.4134,0.2868,0.2008,0.1,1
"2932","Surface judgment","incongruent","0.7",0.6937,0.4134,0.2868,0.2008,0.5,1
"2933","Surface judgment","incongruent","0.7",0.6939,0.4123,0.2861,0.2002,0.017,0.285714285714286
"2934","Surface judgment","incongruent","0.7",0.6939,0.4123,0.2861,0.2002,0.034,0.75
"2935","Surface judgment","incongruent","0.7",0.6939,0.4123,0.2861,0.2002,0.1,1
"2936","Surface judgment","incongruent","0.7",0.6939,0.4123,0.2861,0.2002,0.5,1
"2937","Surface judgment","incongruent","0.7",0.6939,0.4152,0.2881,0.2017,0.017,0.666666666666667
"2938","Surface judgment","incongruent","0.7",0.6939,0.4152,0.2881,0.2017,0.034,0.714285714285714
"2939","Surface judgment","incongruent","0.7",0.6939,0.4152,0.2881,0.2017,0.1,0.933333333333333
"2940","Surface judgment","incongruent","0.7",0.6939,0.4152,0.2881,0.2017,0.5,1
"2941","Surface judgment","incongruent","0.7",0.694,0.4127,0.2864,0.2005,0.017,0.333333333333333
"2942","Surface judgment","incongruent","0.7",0.694,0.4127,0.2864,0.2005,0.034,0.8
"2943","Surface judgment","incongruent","0.7",0.694,0.4127,0.2864,0.2005,0.1,1
"2944","Surface judgment","incongruent","0.7",0.694,0.4127,0.2864,0.2005,0.5,1
"2945","Surface judgment","incongruent","0.7",0.694,0.4133,0.2868,0.2008,0.017,0.333333333333333
"2946","Surface judgment","incongruent","0.7",0.694,0.4133,0.2868,0.2008,0.034,0.5
"2947","Surface judgment","incongruent","0.7",0.694,0.4133,0.2868,0.2008,0.1,1
"2948","Surface judgment","incongruent","0.7",0.694,0.4133,0.2868,0.2008,0.5,1
"2949","Surface judgment","incongruent","0.7",0.6941,0.4113,0.2855,0.1998,0.017,0.538461538461538
"2950","Surface judgment","incongruent","0.7",0.6941,0.4113,0.2855,0.1998,0.034,0.583333333333333
"2951","Surface judgment","incongruent","0.7",0.6941,0.4113,0.2855,0.1998,0.1,1
"2952","Surface judgment","incongruent","0.7",0.6941,0.4113,0.2855,0.1998,0.5,1
"2953","Surface judgment","incongruent","0.7",0.6942,0.415,0.2881,0.2017,0.017,0.5
"2954","Surface judgment","incongruent","0.7",0.6942,0.415,0.2881,0.2017,0.034,0.714285714285714
"2955","Surface judgment","incongruent","0.7",0.6942,0.415,0.2881,0.2017,0.1,1
"2956","Surface judgment","incongruent","0.7",0.6942,0.415,0.2881,0.2017,0.5,1
"2957","Surface judgment","incongruent","0.7",0.6944,0.4151,0.2882,0.2018,0.017,0
"2958","Surface judgment","incongruent","0.7",0.6944,0.4151,0.2882,0.2018,0.034,0.909090909090909
"2959","Surface judgment","incongruent","0.7",0.6944,0.4151,0.2882,0.2018,0.1,0.933333333333333
"2960","Surface judgment","incongruent","0.7",0.6944,0.4151,0.2882,0.2018,0.5,1
"2961","Surface judgment","incongruent","0.7",0.6945,0.4137,0.2873,0.2011,0.017,0.3
